url;keywords1;keywords2
https://www.booking.com/hotel/fr/gaillon123.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/carofftel-gobelins.en-gb.html?selected_currency=EUR;Twin Room;Chambre Double
https://www.booking.com/hotel/it/gaston.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/george-opera.en-gb.html?selected_currency=EUR;Standard Twin Room;Chambre Double Standard
https://www.booking.com/hotel/fr/arleytoureiffelparis.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/habituel.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/hotel-henriette.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hor-les-lumieres.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/hotel-horset-opera.en-gb.html?selected_currency=EUR;Classic Queen Room;Chambre Lit Queen-Size Classique
https://www.booking.com/hotel/fr/icone.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotelistria.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/hotel-jacques-de-molay.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/jardin-le-brea.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/joyce.en-gb.html?selected_currency=EUR;Standard Twin Room;Chambre Double Standard
https://www.booking.com/hotel/fr/idealhotel.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/le-villiers.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/eiffel-atlantique.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/l-39-antoine.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double ou Lits Jumeaux Supérieure
https://www.booking.com/hotel/fr/hotel-la-comtesse-by-elegancia.en-gb.html?selected_currency=EUR;Double Room Baronne - Eiffel Tower Side View;Chambre Double Baronne - Vue Latérale sur Tour Eiffel
https://www.booking.com/hotel/fr/beaugency.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/le-chat-noir.en-gb.html?selected_currency=EUR;Double or Twin Room;Chambre Double ou Lits Jumeaux
https://www.booking.com/hotel/fr/le-clos-d-ala-c-sia.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/le-compostelle.en-gb.html?selected_currency=EUR;Double Room with Shower;Chambre Double avec Douche
https://www.booking.com/hotel/fr/le-regent-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/le-rive-gauche.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotel-left-bank.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/les-bulles-de-paris.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Chambre Double ou Lits Jumeaux Classique
https://www.booking.com/hotel/fr/les-theatres.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/lilas-blanc.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double
https://www.booking.com/hotel/fr/london.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/hotel-chenier.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/malar-paris.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/ha-marais.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/jardindalesia.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/maxim-quartier-latin.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/ha-tel-mazagran.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/meslay-republique.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/mirabeau-eiffel.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/miramar-paris.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/mistral-paris.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/hotel-du-mont-dore.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/montecristo-paris.en-gb.html?selected_currency=EUR;Superior Double or Twin room with pool access;Chambre Double Classique avec Accès Piscine
https://www.booking.com/hotel/fr/hotel-monterosa.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/moulin-plaza.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/muguet.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/neptune-paris.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/lodeon.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/odessa-montparnasse.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/hotel-ohm-by-happyculture.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/de-l-orchidee.en-gb.html?selected_currency=EUR;Double Room with Street View;Chambre Double avec Vue sur Rue
https://www.booking.com/hotel/fr/hotelorpheeparis.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/paix-republique.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/best-western-de-weha.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/hotelparisvillette.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/poussin.en-gb.html?selected_currency=EUR;Single Room;Chambre Double ou Lits Jumeaux
https://www.booking.com/hotel/fr/puy-dome.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/raspail-montparnasse.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotregencepar.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/rendez-vous-batignolles.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/saint-dominique.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/saint-honore.en-gb.html?selected_currency=EUR;CLASSIC Double Room – Courtyard View;CLASSIC Double Room – Courtyard View
https://www.booking.com/hotel/fr/hotelatlantide.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/ha-tel-st-pierre.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/sophie-germain.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/splendid-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/sunny.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/tilde.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Chambre Double ou Lits Jumeaux Standard
https://www.booking.com/hotel/fr/ha-tel-transcontinental.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/ha-tel-vic-eiffel.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/victoria-chatelet.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/ha-tel-villa-boha-me.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/nicolo.en-gb.html?selected_currency=EUR;Standard Room;Chambre Standard
https://www.booking.com/hotel/fr/william-s-opera.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/modernestgermain.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/ylleneiffel.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/ibis-styles-paris-alesia-montparnasse.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/relaiscambronne.en-gb.html?selected_currency=EUR;Standard Queen Room;Chambre Standard Lit Queen-Size
https://www.booking.com/hotel/fr/jack-s.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotel-cyrnos.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/pavilliondemontmartre.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/marcel-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/villaroyale.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/le-clark.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Chambre Double ou Lits Jumeaux Standard
https://www.booking.com/hotel/fr/le-glams-hotel.en-gb.html?selected_currency=EUR;Double or Twin Room;Chambre Double ou Lits Jumeaux
https://www.booking.com/hotel/fr/grey.en-gb.html?selected_currency=EUR;Superior Double or Twin Room;Chambre Double ou Lits Jumeaux Supérieure
https://www.booking.com/hotel/fr/le-katorze.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/ramada-paris-toureiffel.en-gb.html?selected_currency=EUR;Double or Twin Room courtyard view or street View;Chambre Double ou Lits Jumeaux - Vue sur Cour ou sur Rue
https://www.booking.com/hotel/fr/original-paris.en-gb.html?selected_currency=EUR;Double Room with Sauna Access;Chambre Double avec Accès Sauna
https://www.booking.com/hotel/fr/le-pigalle-paris2.en-gb.html?selected_currency=EUR;Standard Double Room Pigalle 15;Chambre Double Standard Pigalle 15
https://www.booking.com/hotel/fr/le-relais-du-marais.en-gb.html?selected_currency=EUR;Double or Twin Room;Chambre Double ou Lits Jumeaux
https://www.booking.com/hotel/fr/le-trente.en-gb.html?selected_currency=EUR;Standard Single Room;Chambre Double Standard
https://www.booking.com/hotel/fr/libertel-austerlitz.en-gb.html?selected_currency=EUR;Cosy Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/libertel-suede-gare-du-nord.en-gb.html?selected_currency=EUR;Comfort Double;Chambre Double Confort
https://www.booking.com/hotel/fr/sevres-montparnasse.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/marsollier.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/hotelinnova.en-gb.html?selected_currency=EUR;Superior Double or Twin Room;Chambre Double ou Lits Jumeaux Supérieure
https://www.booking.com/hotel/fr/best-western-eiffel-cambronne.en-gb.html?selected_currency=EUR;Superior Queen Room;Chambre Supérieure Lit Queen-Size
https://www.booking.com/hotel/fr/bestwesternaxelopera.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Chambre Double ou Lits Jumeaux Classique
https://www.booking.com/hotel/fr/maison-du-pre.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/trema.en-gb.html?selected_currency=EUR;Small Double Room;Petite Chambre Double
https://www.booking.com/hotel/fr/mary-s.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/tournotredame.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/paris-place-d-italie.en-gb.html?selected_currency=EUR;Classic Â Double Room;Classic Â Double Room
https://www.booking.com/hotel/fr/mercure-paris-tour-eiffel-pont-mirabeau.en-gb.html?selected_currency=EUR;Classic Â Double Room;Classic Â Double Room
https://www.booking.com/hotel/fr/aris-nord.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/mom-39-art.en-gb.html?selected_currency=EUR;Double Room La Bourgeoise;Chambre Double La Bourgeoise
https://www.booking.com/hotel/fr/nord-est.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/de-l-ill.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/graffalgar.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/hotel-restaurant-au-cerf-d-or.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/hotelauxtroisroses.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/saintaugustinstrasbourg.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/suisse-strasbourg.html?selected_currency=EUR;Cosy Double Room with Cathedral View;Chambre Double Cosy - Vue sur Cathédrale
https://www.booking.com/hotel/fr/ha-tel-venda-me.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/hotelvictoria.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/ibis-styles-strasbourg-gare.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/choicehotelscomfortinncenter.en-gb.html?selected_currency=EUR;Standard Room with 1 Double Bed;Chambre Standard avec 1 Lit Double
https://www.booking.com/hotel/fr/le-kleber.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/nouvel-hotel-eiffel.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/odeon-paris.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotel-paris-bastille.en-gb.html?selected_currency=EUR;Double or Twin Room;Chambre Double ou Lits Jumeaux
https://www.booking.com/hotel/fr/platine-hotel.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Chambre Double ou Lits Jumeaux Classique
https://www.booking.com/hotel/fr/port-royal-paris1.en-gb.html?selected_currency=EUR;Double Room with Shared Bathroom and Shared WC;Chambre Double Standard
https://www.booking.com/hotel/fr/reims.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/relais-du-pre.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/des-boulevards.en-gb.html?selected_currency=EUR;Deluxe Studio;Studio Deluxe
https://www.booking.com/hotel/fr/hotelalberttoulouse.en-gb.html?selected_currency=EUR;Comfort Double Room;Comfort Double Room
https://www.booking.com/hotel/fr/cousture.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ha-tel-le-pa-re-la-c-on.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/raymondiv.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/comforthotelleclocherderodez.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/albiontoulouse.en-gb.html?selected_currency=EUR;Double Standard;Double Standard
https://www.booking.com/hotel/fr/residhotel-toulouse-centre.en-gb.html?selected_currency=EUR;Studio;Studio
https://www.booking.com/hotel/fr/rose-bourbon.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotelsaintgeorgeslafayette.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/opera-frochot.en-gb.html?selected_currency=EUR;Queen Room;Chambre Lit Queen-Size
https://www.booking.com/hotel/fr/source.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/inter-lecourbe.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/bestwesterntoureiffelmaubourg.en-gb.html?selected_currency=EUR;Comfort Double or Twin Room;Chambre Double ou Lits Jumeaux Confort
https://www.booking.com/hotel/fr/timmontmartre.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/timpalaisroyallouvre.en-gb.html?selected_currency=EUR;Comfort Twin Room;Chambre Double Confort
https://www.booking.com/hotel/fr/timhotel-paris-du-gare-du-nord.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/elysee-montparnasse.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/verlain.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/victoiresopera.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/lutece.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/hotelparishotel.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Chambre Double ou Lits Jumeaux Standard
https://www.booking.com/hotel/fr/aberotel.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/select-boulogne-billancourt.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/tryp-paris-boulogne.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Classique
https://www.booking.com/hotel/fr/villa-sorel.en-gb.html?selected_currency=EUR;Classic Double Room with Garden View;Chambre Double Standard
https://www.booking.com/hotel/fr/courtyard-by-mariott-paris-boulogne.en-gb.html?selected_currency=EUR;Deluxe King Room;Chambre Lit King-Size Standard
https://www.booking.com/hotel/fr/appartements-paris-boulogne.en-gb.html?selected_currency=EUR;One-Bedroom apartment;Appartement 1 Chambre
https://www.booking.com/hotel/fr/mercure-paris-porte-de-st-cloud.en-gb.html?selected_currency=EUR;ClassicÃ‚Â Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/paris-pont-de-sevres.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/villa-saxe-eiffel.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotel-balladins-paris-8eme-confort.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/ha-tel-cervantes.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/libertel-amiral-duperre.en-gb.html?selected_currency=EUR;Cosy Double Room;Chambre Double Cosy
https://www.booking.com/hotel/fr/mercure-paris-pigalle-sacre-coeur-opening-december-2015.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/timhotel-blanche-fontaine.en-gb.html?selected_currency=EUR;Comfort Double Room;Chambre Double Confort
https://www.booking.com/hotel/fr/victoria-palace.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/premierregentsgarden.en-gb.html?selected_currency=EUR;Standard Single Room;Chambre Double Standard
https://www.booking.com/hotel/fr/mercedes.en-gb.html?selected_currency=EUR;Classic Queen Room with Queen Bed;Chambre Lit Queen-Size Classique
https://www.booking.com/hotel/fr/doisy-etoile.en-gb.html?selected_currency=EUR;Superior Room Mango;Chambre Supérieure Mango
https://www.booking.com/hotel/fr/hidden.en-gb.html?selected_currency=EUR;Intuition Room;Chambre Intuition
https://www.booking.com/hotel/fr/balmoral-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/friedland.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Chambre Double ou Lits Jumeaux Standard
https://www.booking.com/hotel/fr/flanelles-paris.en-gb.html?selected_currency=EUR;Cosy Room;Maison Elle Paris
https://www.booking.com/hotel/fr/atala.en-gb.html?selected_currency=EUR;Queen Room;Chambre Lit King-Size avec Balcon
https://www.booking.com/hotel/fr/splendid-etoile.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/miss-fuller.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/lavillamaillot.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/hotelacanthe.en-gb.html?selected_currency=EUR;Small Double Room;Chambre Double ou Lits Jumeaux
https://www.booking.com/hotel/fr/le-tsuba.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/le-cardinal-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/troyon.en-gb.html?selected_currency=EUR;Bonne Chambre;Bonne Chambre
https://www.booking.com/hotel/fr/hotel-opera-liege.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/paris-neuilly-neuilly.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/paris-louis-blanc.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/terminus-vaugirard.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/hotelalbe.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/henri-4.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/jardinvilliersp.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/eiffel-xv-paris.en-gb.html?selected_currency=EUR;Executive Double Room;Chambre Double Exécutive
https://www.booking.com/hotel/fr/idfo.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/malteopera.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/marsollier.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/bestwesternparislouvreopera.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/royal-opera.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
